nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	img_url_asset
nm0001484	Jon Lovitz	1957	\N	actor,soundtrack,writer	tt0104694,tt0147612,tt0250687,tt0837562	https://image.tmdb.org/t/p/{width_variable}/jBXSLoDEVwYkNqSVWHV9yDo8whA.jpg
nm0001486	Sidney Lumet	1924	2011	director,producer,writer	tt0070666,tt0072890,tt0292963,tt0050083	https://image.tmdb.org/t/p/{width_variable}/hjj3V2DkPJ46zo5uz9bsZQzAk6R.jpg
nm0001487	John Lynch	1961	\N	actor,writer,assistant_director	tt0181311,tt0108071,tt1181791,tt0107207	https://image.tmdb.org/t/p/{width_variable}/4TG8HYZ5SEFh1Yk5CCG4fXD55j9.jpg
nm0001489	Paul Lynde	1926	1982	actor,soundtrack,writer	tt0070016,tt0058953,tt0056891,tt0058571	https://image.tmdb.org/t/p/{width_variable}/bXnCoRnAVXBbP8hB0CHLo8hKhbD.jpg
nm0001490	Adrian Lyne	1941	\N	director,writer,producer	tt0107211,tt0093010,tt0099871,tt0085549	https://image.tmdb.org/t/p/{width_variable}/tj5o1Iirc20JjP9bKNiEm1c4mlq.jpg
nm0001492	Kyle MacLachlan	1959	\N	actor,soundtrack,director	tt0087182,tt0090756,tt1780441,tt4093826	https://image.tmdb.org/t/p/{width_variable}/ooI51tWwL5qVHV6KrOdbi01s2ib.jpg
nm0001493	Peter MacNicol	1954	\N	actor,soundtrack,director	tt0084707,tt0118254	https://image.tmdb.org/t/p/{width_variable}/xo09hN0cqYh1V7z986yFOTdaKhU.jpg
nm0001494	Ralph Macchio	1961	\N	actor,producer,director	tt0097647,tt0087538,tt0086066,tt0091326	https://image.tmdb.org/t/p/{width_variable}/8zw5vcKlg05Is12Fww4QxRjO1f3.jpg
nm0001497	Tobey Maguire	1975	\N	actor,producer,director	tt0765010,tt0185014,tt0120789,tt0145487	https://image.tmdb.org/t/p/{width_variable}/kOJelnLSb89SeivbOCt1l94Hz2d.jpg
nm0001500	Karl Malden	1912	2009	actor,soundtrack,director	tt0066206,tt0048973,tt0044081,tt0047296	https://image.tmdb.org/t/p/{width_variable}/njDua2jZ1X1f5SYLzpxDt0hIhYu.jpg
nm0001501	Louis Malle	1932	1995	director,writer,producer	tt0051378,tt0080388,tt0071733,tt0092593	https://image.tmdb.org/t/p/{width_variable}/5VodHnsO1oMI4mgN6RoXV4stibz.jpg
nm0001502	Luis Mandoki	1954	\N	director,producer,writer	tt2062575,tt0387914,tt14212142,tt0139462	https://image.tmdb.org/t/p/{width_variable}/52n4X9YpcVkeMH7IHMiMYk7molA.jpg
nm0001503	Dinah Manoff	1956	\N	actress,director,soundtrack	tt0081283,tt0077631,tt0094455,tt0094862	https://image.tmdb.org/t/p/{width_variable}/qgY48Zwdpe3QYhEz9XAZwyrhMnS.jpg
nm0001504	Marilyn Manson	1969	\N	music_artist,soundtrack,actor	tt2911666,tt0133093,tt0114558,tt0165710	https://image.tmdb.org/t/p/{width_variable}/7LtxWnlvhOwNuiCgckh1ppNhmub.jpg
nm0001505	Joe Mantegna	1947	\N	actor,producer,director	tt0120533,tt0108065,tt0099674,tt0109190	https://image.tmdb.org/t/p/{width_variable}/stDNYeOPWhLVBweJHPkB9ZHpKTP.jpg
nm0001507	Cheech Marin	1946	\N	actor,soundtrack,writer	tt0116367,tt0117918,tt0092690,tt0078446	https://image.tmdb.org/t/p/{width_variable}/eecHDNRn9K80ZcuSocsMhQb2G1i.jpg
nm0001508	Penny Marshall	1943	2018	actress,director,producer	tt0074016,tt0099077,tt0094737,tt0104694	https://image.tmdb.org/t/p/{width_variable}/tENryuxNtctDMS26Tv5d8B7TclQ.jpg
nm0001513	Tim Matheson	1947	\N	actor,director,producer	tt1832979,tt0200276,tt9077530,tt0077975	https://image.tmdb.org/t/p/{width_variable}/trZ4QaDidCOPNy7HK9cYnmKHkg9.jpg
nm0001515	Joseph Mazzello	1983	\N	actor,director,writer	tt1285016,tt0112757,tt0107290,tt0110997	https://image.tmdb.org/t/p/{width_variable}/44gsv7TlXOOKDGg5aRtqxZjM9ae.jpg
nm0001517	Catherine McCormack	1972	\N	actress,director,writer	tt0266987,tt0463854,tt0112573,tt0318081	https://image.tmdb.org/t/p/{width_variable}/vYyMCGKeIUTZMdEgVwQCgX7q1T3.jpg
nm0001518	Dylan McDermott	1961	\N	actor,director,writer	tt1659337,tt0110527,tt2302755,tt0118437	https://image.tmdb.org/t/p/{width_variable}/3i69RNLuL7KOD9pCmHQYruhcOdn.jpg
nm0001520	Christopher McDonald	\N	\N	actor,producer,soundtrack	tt0103074,tt0110932,tt1582453,tt0116483	https://image.tmdb.org/t/p/{width_variable}/bOKl8EPOKe0oWD15HxUKH1ugesg.jpg
nm0001522	Roddy McDowall	1928	1998	actor,producer,soundtrack	tt0068408,tt0033729,tt0056937,tt0089175	https://image.tmdb.org/t/p/{width_variable}/mGO0pDPi5p91k2Og09HTf270rxL.jpg
nm0001524	Paul McGann	1959	\N	actor,soundtrack,director	tt0238546,tt0103644,tt0108333,tt0094336	https://image.tmdb.org/t/p/{width_variable}/4NAtQI30CAaJuQRiot9twe7J9t9.jpg
nm0001525	John C. McGinley	1959	\N	actor,producer,soundtrack	tt0091763,tt0285403,tt0114369,tt0102685	https://image.tmdb.org/t/p/{width_variable}/zNzNzVucekTjoPFZtGD1DZven93.jpg
nm0001526	Patrick McGoohan	1928	2009	actor,producer,director	tt0079116,tt0117913,tt0061287,tt0112573	https://image.tmdb.org/t/p/{width_variable}/xtUMgFYGF7KmJg1KqiYQuwYTTe3.jpg
nm0001527	Elizabeth McGovern	1961	\N	actress,producer,writer	tt6398184,tt0087843,tt0081283,tt0099731	https://image.tmdb.org/t/p/{width_variable}/ihYdCKyr3JPz74tPuvkn1WSNh9b.jpg
nm0001528	Don McKellar	1963	\N	actor,director,producer	tt0120802,tt0861689,tt0156729,tt0120907	https://image.tmdb.org/t/p/{width_variable}/lPQPESremJWcF0SLvzwiQP6ZVgT.jpg
nm0001529	Nancy McKeon	1966	\N	actress,producer,director	tt0286283,tt0272376,tt0083913,tt0078610	https://image.tmdb.org/t/p/{width_variable}/lDSDZdwkgeFJ0Vpmz7ZYcXYDVls.jpg
nm0001530	William McNamara	\N	\N	actor,producer,director	tt11416582,tt0110936,tt0096171,tt0112722	https://image.tmdb.org/t/p/{width_variable}/hVOdM3UUmJqpREnBxzm0J4j0b5R.jpg
nm0001532	John McTiernan	1951	\N	director,producer,writer	tt0095016,tt0107362,tt0246894,tt0093773	https://image.tmdb.org/t/p/{width_variable}/yVfDkVbgQHD1A7JSV8Z47EjB1mU.jpg
nm0001533	Meat Loaf	1947	2022	music_artist,actor,soundtrack	tt0137523,tt0120185,tt0073629,tt0227984	https://image.tmdb.org/t/p/{width_variable}/7gKLR1u46OB8WJ6m06LemNBCMx6.jpg
nm0001536	Toshirô Mifune	1920	1997	actor,producer,director	tt0055630,tt0047478,tt0057565,tt0050613	https://image.tmdb.org/t/p/{width_variable}/2GU6d2jm2J644FmYxxl4sbq52Bl.jpg
nm0001537	Ray Milland	1907	1986	actor,director,soundtrack	tt0046912,tt0037415,tt0066011,tt0037884	https://image.tmdb.org/t/p/{width_variable}/nqZGSLa9jS92hYlmkacFXxYwB2Y.jpg
nm0001538	Jonny Lee Miller	1972	\N	actor,director,soundtrack	tt0117951,tt0402022,tt0297284,tt0219653	https://image.tmdb.org/t/p/{width_variable}/otCQdDtnrMvZ5tPC62zLx0SaXeR.jpg
nm0001541	Kylie Minogue	1968	\N	music_artist,soundtrack,actress	tt0088580,tt2126355,tt0111301,tt0203009	https://image.tmdb.org/t/p/{width_variable}/t1TqktzXlJNWhHYuqNnWOuOO7D5.jpg
nm0001542	Jay Mohr	1970	\N	actor,writer,producer	tt0180052,tt0223897,tt0116695,tt0139239	https://image.tmdb.org/t/p/{width_variable}/yQZeVYyZ04fx4bXLHpigpGg9Wkf.jpg
nm0001544	Ricardo Montalban	1920	2009	actor,soundtrack,director	tt0095705,tt0068408,tt0067065,tt0084726	https://image.tmdb.org/t/p/{width_variable}/lL4I7U0j6Jc31XNohM86FN6D23I.jpg
nm0001545	Dudley Moore	1935	2002	actor,writer,music_department	tt0082031,tt0061391,tt0076161,tt0078721	https://image.tmdb.org/t/p/{width_variable}/8xLueKMu5tpBmLNzZ73eWBNHycW.jpg
nm0001546	Mary Tyler Moore	1936	2017	actress,soundtrack,producer	tt0065314,tt0081283,tt0054533,tt0062362	https://image.tmdb.org/t/p/{width_variable}/9eUxzpAAN8jMEJdKpmlloILQ0vQ.jpg
nm0001548	Rick Moranis	1953	\N	actor,writer,producer	tt0086373,tt0087332,tt0094012,tt0098067	https://image.tmdb.org/t/p/{width_variable}/nCIh203hALUsQW44x3dzpjSA4yf.jpg
nm0001551	Alanis Morissette	1974	\N	music_artist,soundtrack,actress	tt0120655,tt0120632,tt0352277,tt0363771	https://image.tmdb.org/t/p/{width_variable}/qUYL0dHbERwqtvIYxIghnv1EzpA.jpg
nm0001552	Pat Morita	1932	2005	actor,soundtrack,writer	tt0087538,tt0091326,tt0110657,tt0097647	https://image.tmdb.org/t/p/{width_variable}/dwnjbEvhKRanS5xTaI1NkZ98aM9.jpg
nm0001554	Errol Morris	1948	\N	director,producer,writer	tt0096257,tt0119107,tt0896866,tt0317910	https://image.tmdb.org/t/p/{width_variable}/p0OVTOHWNOaEfK8eUjvey6uEbRp.jpg
nm0001555	Rob Morrow	1962	\N	actor,director,producer	tt0110932,tt0433309,tt0246072,tt0098878	https://image.tmdb.org/t/p/{width_variable}/nxF4xVyEtQLMxDXlhJHnCoKM4MI.jpg
nm0001556	David Morse	1953	\N	actor,producer,director	tt0816711,tt0887912,tt0120689,tt0118884	https://image.tmdb.org/t/p/{width_variable}/A6zGbkFjM3uajIakgsSeNTmSKqY.jpg
nm0001557	Viggo Mortensen	1958	\N	actor,soundtrack,producer	tt0765443,tt3553976,tt0167261,tt0167260	https://image.tmdb.org/t/p/{width_variable}/vH5gVSpHAMhDaFWfh0Q7BG61O1y.jpg
nm0001559	Audie Murphy	1924	1971	actor,producer,soundtrack	tt0052002,tt0046906,tt0048729,tt0052135	https://image.tmdb.org/t/p/{width_variable}/1ljBPY1utBfHSYiT1KZc9rFfBud.jpg
nm0001562	Kathy Najimy	1957	\N	actress,producer,soundtrack	tt0107120,tt0108147,tt0250687,tt0105417	https://image.tmdb.org/t/p/{width_variable}/nqbZF7Igr0SC8Xq8y0jwmx0mLDN.jpg
nm0001564	Bebe Neuwirth	1958	\N	actress,soundtrack,director	tt0251127,tt0162677,tt0083399,tt0113497	https://image.tmdb.org/t/p/{width_variable}/yFOdER8Fc07DU6U3kq2PRcbvDR.jpg
nm0001565	Mike Newell	1942	\N	director,producer,executive	tt0330373,tt0104522,tt0109831,tt0119008	https://image.tmdb.org/t/p/{width_variable}/zeLnvLZtyJaBP1wWceRM7HWkm0E.jpg
nm0001566	Mike Nichols	1931	2014	director,producer,miscellaneous	tt0061722,tt0061184,tt0376541,tt0115685	https://image.tmdb.org/t/p/{width_variable}/eJgJEVil7iOJ9sTAXLCVRKfeKKM.jpg
nm0001567	Connie Nielsen	1965	\N	actress,producer,writer	tt0451279,tt0264395,tt0172495,tt0265459	https://image.tmdb.org/t/p/{width_variable}/lvQypTfeH2Gn2PTbzq6XkT2PLmn.jpg
nm0001568	Lisa Niemi	1956	\N	actress,director,miscellaneous	tt0157191,tt0098917,tt0096094,tt0092402	https://image.tmdb.org/t/p/{width_variable}/rj98QAf1zH1bzgpCGPo7uzATm70.jpg
nm0001569	Chuck Norris	1940	\N	actor,music_department,producer	tt0089348,tt0068935,tt1764651,tt0106168	https://image.tmdb.org/t/p/{width_variable}/m3uLikdhi9qObRvGVHsKX5H93lR.jpg
nm0001570	Edward Norton	1969	\N	actor,producer,writer	tt0117381,tt0137523,tt2562232,tt0120586	https://image.tmdb.org/t/p/{width_variable}/5XBzD5WuTyVQZeS4VI25z2moMeY.jpg
nm0001572	Danny Nucci	1968	\N	actor,director,soundtrack	tt0112740,tt0106246,tt0120338,tt0116213	https://image.tmdb.org/t/p/{width_variable}/w8nMQvgBFY5vuDoN5B698ostLWN.jpg
nm0001573	Catherine O'Hara	1954	\N	actress,writer,producer	tt1142977,tt0218839,tt0472160,tt0310281	https://image.tmdb.org/t/p/{width_variable}/cMBxHeztNVc8YXKcj084Mdd3f3U.jpg
nm0001574	Michael O'Keefe	1955	\N	actor,director,soundtrack	tt0465538,tt0079239,tt0080487,tt0237572	https://image.tmdb.org/t/p/{width_variable}/wQsTL887RWvAJljzLhiPP52kjec.jpg
nm0001578	Annette O'Toole	1952	\N	actress,soundtrack,writer	tt0086393,tt0083722,tt0083511,tt0310281	https://image.tmdb.org/t/p/{width_variable}/z5BS5EeuhpM2KGFfUjOhVXtjmMy.jpg
nm0001579	Edward James Olmos	1947	\N	actor,producer,director	tt0083658,tt0120094,tt0094027,tt0407362	https://image.tmdb.org/t/p/{width_variable}/mXnilUrQBIMLHSQkPjQk99mX70x.jpg
nm0001587	Alan J. Pakula	1928	1998	producer,director,writer	tt0100404,tt0084707,tt0074119,tt0056592	https://image.tmdb.org/t/p/{width_variable}/44XCSWIvllMTVuXCzEoECwqoxmv.jpg
nm0001588	Jack Palance	1919	2006	actor,soundtrack,director	tt0098439,tt0046303,tt0057345,tt0101587	https://image.tmdb.org/t/p/{width_variable}/sRr2YPa1IElRE1vG1PQcgLrS9om.jpg
nm0001589	Michael Palin	1943	\N	actor,writer,soundtrack	tt0071853,tt0081633,tt0085959,tt0079470	https://image.tmdb.org/t/p/{width_variable}/7qCp6M2NxMWpUmO2t6IqHGNlBjz.jpg
nm0001590	Chazz Palminteri	1952	\N	actor,writer,producer	tt0106489,tt0473488,tt0114814,tt0109348	https://image.tmdb.org/t/p/{width_variable}/A3e7IRkWkChHNn4p6riRR8Kd6g0.jpg
nm0001591	Bruce Paltrow	1943	2002	producer,writer,director	tt0077101,tt0084259,tt0094563,tt0083483	https://image.tmdb.org/t/p/{width_variable}/gVerAC2z5wbInyNfndIW1vxNnZ5.jpg
nm0001592	Joe Pantoliano	1951	\N	actor,producer,writer	tt0133093,tt0112442,tt0115736,tt0209144	https://image.tmdb.org/t/p/{width_variable}/cXMOad9KKVBK1lg8EjEbcNPn1OT.jpg
nm0001594	Anne Parillaud	1960	\N	actress,soundtrack,director	tt0104511,tt0120744,tt0100263,tt0104812	https://image.tmdb.org/t/p/{width_variable}/xTIfxPTpBWyFJmbf1hGn0W3KT7l.jpg
nm0001595	Michael Paré	1958	\N	actor,director,producer	tt0159097,tt1189340,tt1838544,tt0119313	https://image.tmdb.org/t/p/{width_variable}/jxrXW8OL6hwJgtJgePdMO5yHuAM.jpg
nm0001596	Pier Paolo Pasolini	1922	1975	writer,director,actor	tt0058715,tt0050783,tt0073650,tt0065622	https://image.tmdb.org/t/p/{width_variable}/fca5HJvz23Saj3TDCMWDqCswcmh.jpg
nm0001600	Adrian Paul	1959	\N	actor,producer,director	tt0812352,tt0299981,tt0144964,tt0103442	https://image.tmdb.org/t/p/{width_variable}/eWvjUly7IO420nJLYY1sumXswGo.jpg
nm0001601	David Paymer	1954	\N	actor,director,producer	tt0113161,tt0385267,tt0120202,tt0112346	https://image.tmdb.org/t/p/{width_variable}/rrI6LgFb1la4PCIYuTB7pjIGgut.jpg
nm0001602	Guy Pearce	1967	\N	actor,soundtrack,director	tt2345737,tt0119488,tt0887912,tt0209144	https://image.tmdb.org/t/p/{width_variable}/vTqk6Nh3WgqPubkS23eOlMAwmwa.jpg
nm0001603	Sam Peckinpah	1925	1984	writer,director,producer	tt0067800,tt0049366,tt0086058,tt0065214	https://image.tmdb.org/t/p/{width_variable}/hXrHVHdNivFu8dMbyp40ds5YXYD.jpg
nm0001604	Nia Peeples	1961	\N	actress,soundtrack,producer	tt0297162,tt0097179,tt0106168,tt0083412	https://image.tmdb.org/t/p/{width_variable}/8jHoDYNA739GXuQ82YjVo2Gdlzz.jpg
nm0001605	Amanda Peet	1972	\N	actress,writer,producer	tt1190080,tt0309698,tt0391304,tt0190138	https://image.tmdb.org/t/p/{width_variable}/7EXFAKGRFVwMHTZbeXeRKPQpOG6.jpg
nm0001606	Chris Penn	1965	2006	actor,producer,soundtrack	tt0087277,tt0105236,tt0108122,tt0108399	https://image.tmdb.org/t/p/{width_variable}/9yvXUh10ZVSapGuem5daebveqR4.jpg
nm0001607	Sydney Penny	1971	\N	actress,producer,director	tt0065272,tt0089767,tt0085101,tt1578873	https://image.tmdb.org/t/p/{width_variable}/ycGcpBnk0OkBebo8nPN1wb8F05t.jpg
nm0001609	Rosie Perez	1964	\N	actress,miscellaneous,director	tt0105812,tt0108451,tt0102536,tt0106881	https://image.tmdb.org/t/p/{width_variable}/g6iJNyIhVDY5NxZU1jbKMjPnNYf.jpg
nm0001612	Matthew Perry	1969	2023	actor,producer,writer	tt0108778,tt0190138,tt0485842,tt0473389	https://image.tmdb.org/t/p/{width_variable}/ecDzkLWPV1z0x31I1GTjNmLxAHk.jpg
nm0001614	Lori Petty	1963	\N	actress,writer,producer	tt0106965,tt0114614,tt0104694,tt0102685	https://image.tmdb.org/t/p/{width_variable}/bmJFh4VxRii7h7jpo4YVC6BFeVd.jpg
nm0001615	Elizabeth Peña	1959	2014	actress,director	tt0317705,tt0093378,tt0116905,tt0120812	https://image.tmdb.org/t/p/{width_variable}/uyUrPmtbwiGFOq8pIfYVQYgmBmK.jpg
nm0001616	Mekhi Phifer	1974	\N	actor,producer,soundtrack	tt0363547,tt0108757,tt0322589,tt0298203	https://image.tmdb.org/t/p/{width_variable}/b9qbdKiuJdNROpIdZCuUdN5Smam.jpg
nm0001617	Lou Diamond Phillips	1962	\N	actor,director,soundtrack	tt0094027,tt0093378,tt0115956,tt0120609	https://image.tmdb.org/t/p/{width_variable}/yqGZwaGe8XgoxfO7zmx7weGBaXZ.jpg
nm0001618	Joaquin Phoenix	1974	\N	actor,producer,writer	tt0172495,tt0358273,tt1560747,tt1798709	https://image.tmdb.org/t/p/{width_variable}/dD7hrRueEZmQgGWBp7pAOOt5gLV.jpg
nm0001620	Slim Pickens	1919	1983	actor,soundtrack,writer	tt0078723,tt0068638,tt0057012,tt0071230	https://image.tmdb.org/t/p/{width_variable}/k4gIlBO0kGjibi8b4cPXIsPTjx0.jpg
nm0001625	Amanda Plummer	1957	\N	actress,writer	tt2190165,tt0110912,tt0101889,tt8806524	https://image.tmdb.org/t/p/{width_variable}/wEwyajjePFVVn2wFdH1NH7z9Qn5.jpg
nm0001627	Sidney Poitier	1927	2022	actor,director,producer	tt0061811,tt0051525,tt0061735,tt0057251	https://image.tmdb.org/t/p/{width_variable}/fhMiCe3ScxBGKEX6Y6flEJm7iHd.jpg
nm0001628	Sydney Pollack	1934	2008	director,producer,actor	tt0465538,tt0120663,tt0084805,tt0089755	https://image.tmdb.org/t/p/{width_variable}/j3iXrQDiceGrAzEF6HE49zA7Wwj.jpg
nm0001629	Kevin Pollak	1957	\N	actor,producer,writer	tt0146675,tt0104257,tt0114814,tt0327247	https://image.tmdb.org/t/p/{width_variable}/2S5eVHJvGWWtjp6oUZXngQ7MKoD.jpg
nm0001631	Sarah Polley	1979	\N	actress,director,writer	tt0139239,tt0314412,tt0363547,tt0120255	https://image.tmdb.org/t/p/{width_variable}/kQEyOfhp72yM4t6uo16ypSXfVX1.jpg
nm0001636	Priscilla Presley	1945	\N	actress,producer,writer	tt0098987,tt0102510,tt0110622,tt0095705	https://image.tmdb.org/t/p/{width_variable}/kCEeX9e3UqXclQuWyDTQOn0fuOQ.jpg
nm0001637	Vincent Price	1911	1993	actor,soundtrack,miscellaneous	tt0049833,tt0051744,tt0066740,tt0037008	https://image.tmdb.org/t/p/{width_variable}/7JIv7U5kwveryP7hrPYgHlKea4d.jpg
nm0001639	Alex Proyas	1963	\N	director,producer,writer	tt0118929,tt0343818,tt0448011,tt0109506	https://image.tmdb.org/t/p/{width_variable}/sauDcvpta6UpDMIaI7F9UdSliaC.jpg
nm0001640	Richard Pryor	1940	2005	actor,writer,producer	tt0081562,tt0082121,tt0086393,tt0098282	https://image.tmdb.org/t/p/{width_variable}/2tRCmTnKBRLVv9f6JKYtTANjSpu.jpg
nm0001641	Vincent Perez	1964	\N	actor,director,writer	tt26656821,tt28106865,tt0110963,tt3026488	https://image.tmdb.org/t/p/{width_variable}/4YQooUljg7Nb4hyi4gHlE0gjKz1.jpg
nm0001642	Randy Quaid	1950	\N	actor,soundtrack,producer	tt0116778,tt0070290,tt0097958,tt0116629	https://image.tmdb.org/t/p/{width_variable}/pWtakF85K2fHSTiXiMR3elLuTOn.jpg
nm0001644	Aidan Quinn	1959	\N	actor,producer,director	tt0110322,tt0106387,tt0120791,tt0817177	https://image.tmdb.org/t/p/{width_variable}/viUuUmhiGdsfoQh0IpO5N312qNd.jpg
nm0001645	Serge Ladouceur	1952	\N	cinematographer,producer,camera_department	tt0310851,tt21275092,tt0460681,tt0120574	
nm0001646	Ted Raimi	1965	\N	actor,writer,director	tt7325622,tt18815410,tt0098936,tt8762206	https://image.tmdb.org/t/p/{width_variable}/vCfwp1BzY7qXs74fMLE1ydGxsTY.jpg
nm0001648	Charlotte Rampling	1946	\N	actress,soundtrack,writer	tt3544082,tt2094766,tt1527186,tt0324133	https://image.tmdb.org/t/p/{width_variable}/8a7bsHpjJ8cFtHRtHpQQzqNBDIi.jpg
nm0001650	Michael Rapaport	1970	\N	actor,director,soundtrack	tt0216216,tt0108399,tt0115639,tt0149261	https://image.tmdb.org/t/p/{width_variable}/nWD2kufgy6lPyFVCPr9A3e7FMMn.jpg
nm0001651	Basil Rathbone	1892	1967	actor,writer,soundtrack	tt0029843,tt0032762,tt0035318,tt0036348	https://image.tmdb.org/t/p/{width_variable}/otVwo6h7l0QJK94qadNRsjW5HNo.jpg
nm0001652	John Ratzenberger	1947	\N	actor,director,soundtrack	tt0083399,tt0114709,tt0317219,tt1453405	https://image.tmdb.org/t/p/{width_variable}/e5aNU09v1q6WYTx9pNzC7yjSpve.jpg
nm0001653	Stephen Rea	1946	\N	actor,writer,soundtrack	tt0434409,tt1496025,tt0104036,tt0110148	https://image.tmdb.org/t/p/{width_variable}/17ZSGqvJqdvInuw1TlQlkf39yfi.jpg
nm0001658	Robert Reed	1932	1992	actor,soundtrack,director	tt0075572,tt0075485,tt0063878,tt0074048	https://image.tmdb.org/t/p/{width_variable}/49pP5rwAWVj3hpHwAf5bxtE1dom.jpg
nm0001659	Christopher Reeve	1952	2004	actor,producer,miscellaneous	tt0086393,tt0081534,tt0094074,tt0078346	https://image.tmdb.org/t/p/{width_variable}/vAGrPf3ajy6OVE3FhgABynZfybP.jpg
nm0001660	George Reeves	1914	1959	actor,director,soundtrack	tt0041096,tt0031381,tt0044091,tt0044231	https://image.tmdb.org/t/p/{width_variable}/lMAisWTTWOGIArARAbvSBectUmx.jpg
nm0001661	Rob Reiner	1947	\N	actor,writer,producer	tt0066626,tt0993846,tt0160916,tt0088258	https://image.tmdb.org/t/p/{width_variable}/rcmPU3YlhHQVzZlV197qhmRsgEL.jpg
nm0001662	Judge Reinhold	\N	\N	actor,soundtrack,producer	tt0092644,tt0111070,tt0086960,tt0083929	https://image.tmdb.org/t/p/{width_variable}/32vDeWirlvVtvIM2nTvUZCVNtXW.jpg
nm0001663	Paul Reiser	1956	\N	actor,writer,producer	tt0103484,tt2582802,tt0090605,tt0086960	https://image.tmdb.org/t/p/{width_variable}/rGryzG00uSk8LsidacSBXVgo3iv.jpg
nm0001666	Debbie Reynolds	1932	2016	actress,soundtrack,producer	tt0058708,tt0119360,tt0051051,tt0045152	https://image.tmdb.org/t/p/{width_variable}/2jG8pk5fr9ZgCQOH1cLVDWbbwBK.jpg
nm0001672	Joan Rivers	1933	2014	writer,actress,producer	tt0078133,tt0094012,tt0111127,tt1300854	https://image.tmdb.org/t/p/{width_variable}/uIDEnLdh5ofM4nX5etIYUXxpLZH.jpg
nm0001674	Chris Rock	1965	\N	producer,actor,writer	tt0398165,tt0325537,tt0351283,tt2784678	https://image.tmdb.org/t/p/{width_variable}/cqI8yQ00GNDV3PAAz5UeLj7vOX0.jpg
nm0001675	Robert Rodriguez	1968	\N	producer,writer,director	tt0104815,tt0287717,tt0458481,tt0462322	https://image.tmdb.org/t/p/{width_variable}/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg
nm0001676	Nicolas Roeg	1928	2018	camera_department,director,cinematographer	tt0067959,tt0100944,tt0069995,tt0074851	https://image.tmdb.org/t/p/{width_variable}/t5EuHzllJjQrlVqzniVHDXBqUEC.jpg
nm0001678	Roy Rogers	1911	1998	soundtrack,actor,producer	tt0036725,tt1409024,tt0035364,tt0037018	https://image.tmdb.org/t/p/{width_variable}/jq4i85sB82dxkHB7fT1YaCvN7J9.jpg
nm0001679	Mark Rolston	1956	\N	actor,sound_department,writer	tt0120812,tt0090605,tt0111161,tt0407887	https://image.tmdb.org/t/p/{width_variable}/hcrNRIptYMRXgkJ9k76BlQu6DQp.jpg
nm0001681	George A. Romero	1940	2017	producer,writer,director	tt0063350,tt0848557,tt0418819,tt0095652	https://image.tmdb.org/t/p/{width_variable}/w2zVF92x149qK79ZxwUowcSp2c6.jpg
nm0001682	Mickey Rooney	1920	2014	actor,soundtrack,producer	tt0057193,tt0054698,tt0031066,tt0076538	https://image.tmdb.org/t/p/{width_variable}/eYuayEC3xhXQf3Z1Cy6AVMEcgZb.jpg
nm0001683	Roseanne Barr	1952	\N	producer,actress,writer	tt0094540,tt0098309,tt0100050,tt0101917	https://image.tmdb.org/t/p/{width_variable}/oyY5lWTFzhymLB4sJ1OODseI3jR.jpg
nm0001684	Katharine Ross	1940	\N	actress,writer,soundtrack	tt0246578,tt0073747,tt0064115,tt0061722	https://image.tmdb.org/t/p/{width_variable}/m6PKHjvkGAWVBVMYQfjTxdXnUHD.jpg
nm0001686	Cynthia Rothrock	1957	\N	actress,producer,director	tt9626986,tt0099260,tt3393762,tt8840400	https://image.tmdb.org/t/p/{width_variable}/beYPJbNlN3zHC54Ii6WWS5U4B4R.jpg
nm0001687	Gena Rowlands	1930	\N	actress,miscellaneous,writer	tt0119313,tt0332280,tt0397101,tt0072417	https://image.tmdb.org/t/p/{width_variable}/7Hda4UFbmpufKnk48KpBuH7j05j.jpg
nm0001691	Geoffrey Rush	1951	\N	actor,producer,soundtrack	tt0180073,tt1504320,tt0325980,tt0138097	https://image.tmdb.org/t/p/{width_variable}/npXFjaFQzBNroCEPllGPTZ5IisA.jpg
nm0001692	Ken Russell	1927	2011	director,writer,actor	tt0066858,tt0073812,tt0066993,tt0080360	https://image.tmdb.org/t/p/{width_variable}/5C3jSx8PQQ2ivHksovxUeCmLTCd.jpg
nm0001695	George Sanders	1906	1972	actor,soundtrack,writer	tt0042192,tt0037988,tt0032976,tt0033873	https://image.tmdb.org/t/p/{width_variable}/5tzdY4lCnfbLZU8Wblp5xfjn10B.jpg
nm0001699	Telly Savalas	1922	1994	actor,soundtrack,director	tt0065938,tt0064757,tt0077294,tt0069599	https://image.tmdb.org/t/p/{width_variable}/pdJfRVsCdKgrRFXODXkaOfJzAtH.jpg
nm0001700	Nancy Savoca	1959	\N	director,writer,producer	tt0359161,tt0138279,tt0107152,tt0098528	https://image.tmdb.org/t/p/{width_variable}/7BkuX3MtvbX5jmKbYl3HZrHRxCp.jpg
nm0001701	Devon Sawa	1978	\N	actor,producer,director	tt0138510,tt0195714,tt0112642,tt0114011	https://image.tmdb.org/t/p/{width_variable}/yvMbpZ0UFQ1IBwlWm8quCA6fNc5.jpg
